transaction_id,date,store_id,sku_id,quantity_sold,selling_price,payment_mode,brand,liquor_type,size_ml,cost_price,mrp_x,mrp_y,excise_tax_pct,vat_pct,gross_revenue,cogs,excise_tax,vat_tax,total_tax,net_profit
160,2024-03-10,8,1017,6,2147.0,Card,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,12882.0,7296.0,429.4,322.05,4508.700000000001,1077.2999999999993
161,2024-03-13,9,1019,5,506.0,Card,Royal Stag,Vodka,750,919.0,678,678,20.0,15.0,2530.0,4595.0,101.2,75.9,885.5000000000001,-2950.5
162,2024-01-20,3,1002,1,2498.0,Cash,Jack Daniels,Beer,750,1225.0,1376,1376,30.0,15.0,2498.0,1225.0,749.4,374.7,1124.1,148.9000000000001
163,2024-01-01,7,1008,9,464.0,Cash,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,4176.0,8361.0,92.8,55.68,1336.32,-5521.32
164,2024-03-12,9,1019,2,2298.0,Card,Royal Stag,Vodka,750,919.0,678,678,20.0,15.0,4596.0,1838.0,459.6,344.7,1608.6,1149.4
165,2024-03-27,4,1007,9,2384.0,Cash,Bacardi,Tequila,180,601.0,1480,1480,25.0,15.0,21456.0,5409.0,596.0,357.6,8582.4,7464.6
166,2024-03-03,10,1017,10,632.0,UPI,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,6320.0,12160.0,126.4,94.8,2212.0,-8052.0
167,2024-03-07,3,1006,2,702.0,Card,Bacardi,Gin,375,902.0,792,792,20.0,15.0,1404.0,1804.0,140.4,105.3,491.4,-891.4
168,2024-01-04,5,1019,9,713.0,UPI,Royal Stag,Vodka,750,919.0,678,678,20.0,15.0,6417.0,8271.0,142.6,106.95,2245.9500000000003,-4099.950000000001
169,2024-02-27,1,1006,6,344.0,UPI,Bacardi,Gin,375,902.0,792,792,20.0,15.0,2064.0,5412.0,68.8,51.6,722.4000000000001,-4070.4
170,2024-01-25,3,1002,11,361.0,Card,Jack Daniels,Beer,750,1225.0,1376,1376,30.0,15.0,3971.0,13475.0,108.3,54.15,1786.9499999999998,-11290.95
171,2024-02-16,8,1006,9,1167.0,UPI,Bacardi,Gin,375,902.0,792,792,20.0,15.0,10503.0,8118.0,233.4,175.05,3676.05,-1291.0500000000002
172,2024-02-07,8,1005,6,1791.0,UPI,Absolut,Gin,750,1329.0,679,679,30.0,12.0,10746.0,7974.0,537.3,214.92,4513.32,-1741.3199999999997
173,2024-01-15,4,1019,6,318.0,UPI,Royal Stag,Vodka,750,919.0,678,678,20.0,15.0,1908.0,5514.0,63.6,47.7,667.8000000000001,-4273.8
174,2024-03-03,2,1020,11,664.0,Card,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,7304.0,5907.0,199.2,66.4,2921.6000000000004,-1524.6000000000004
175,2024-01-21,8,1004,2,1440.0,Card,Kingfisher,Tequila,180,765.0,1063,1063,20.0,10.0,2880.0,1530.0,288.0,144.0,864.0,486.0
176,2024-02-26,8,1017,8,879.0,UPI,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,7032.0,9728.0,175.8,131.85,2461.2,-5157.2
177,2024-02-22,10,1011,3,845.0,Card,Jack Daniels,Beer,180,1195.0,1452,1452,25.0,10.0,2535.0,3585.0,211.25,84.5,887.25,-1937.25
178,2024-02-15,4,1004,7,2029.0,Card,Kingfisher,Tequila,180,765.0,1063,1063,20.0,10.0,14203.0,5355.0,405.8,202.9,4260.900000000001,4587.099999999999
179,2024-01-14,3,1013,5,354.0,UPI,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,1770.0,5075.0,106.2,53.1,796.5,-4101.5
180,2024-03-16,2,1020,3,1077.0,Card,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,3231.0,1611.0,323.1,107.7,1292.4,327.5999999999999
181,2024-01-17,9,1017,1,341.0,Cash,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,341.0,1216.0,68.2,51.15,119.35,-994.35
182,2024-02-08,1,1009,8,1620.0,Card,Kingfisher,Brandy,375,361.0,364,364,30.0,15.0,12960.0,2888.0,486.0,243.0,5832.0,4240.0
183,2024-01-09,7,1004,3,530.0,Cash,Kingfisher,Tequila,180,765.0,1063,1063,20.0,10.0,1590.0,2295.0,106.0,53.0,477.0,-1182.0
184,2024-03-17,5,1014,2,752.0,UPI,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,1504.0,2988.0,188.0,90.24,556.48,-2040.48
185,2024-03-19,8,1019,1,1845.0,Card,Royal Stag,Vodka,750,919.0,678,678,20.0,15.0,1845.0,919.0,369.0,276.75,645.75,280.25
186,2024-03-22,4,1003,4,1681.0,UPI,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,6724.0,4884.0,420.25,168.1,2353.4,-513.4000000000001
187,2024-01-06,7,1014,8,1767.0,UPI,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,14136.0,11952.0,441.75,212.04,5230.32,-3046.3199999999997
188,2024-03-31,5,1008,3,1451.0,UPI,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,4353.0,2787.0,290.2,174.12,1392.96,173.03999999999996
189,2024-01-23,5,1001,1,1516.0,UPI,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,1516.0,1304.0,379.0,181.92,560.92,-348.91999999999996
190,2024-02-28,9,1010,4,1180.0,UPI,Absolut,Brandy,375,401.0,1667,1667,30.0,15.0,4720.0,1604.0,354.0,177.0,2124.0,992.0
191,2024-03-31,9,1018,9,384.0,Card,Royal Stag,Whisky,750,495.0,718,718,30.0,15.0,3456.0,4455.0,115.2,57.6,1555.2,-2554.2
192,2024-02-15,9,1016,1,1353.0,Cash,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,1353.0,1475.0,405.9,135.3,541.2,-663.2
193,2024-02-07,6,1008,11,348.0,Card,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,3828.0,10219.0,69.6,41.76,1224.9599999999998,-7615.96
194,2024-01-14,6,1001,2,1468.0,Card,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,2936.0,2608.0,367.0,176.16,1086.32,-758.3199999999999
195,2024-03-12,5,1012,9,368.0,Card,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,3312.0,4221.0,73.6,55.2,1159.2,-2068.2
196,2024-03-02,9,1008,2,2001.0,Card,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,4002.0,1858.0,400.2,240.12,1280.6399999999999,863.3600000000001
197,2024-02-04,10,1016,3,1898.0,Cash,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,5694.0,4425.0,569.4,189.8,2277.6000000000004,-1008.6000000000004
198,2024-01-19,8,1018,7,2494.0,Card,Royal Stag,Whisky,750,495.0,718,718,30.0,15.0,17458.0,3465.0,748.2,374.1,7856.100000000001,6136.899999999999
199,2024-01-30,7,1004,3,2169.0,UPI,Kingfisher,Tequila,180,765.0,1063,1063,20.0,10.0,6507.0,2295.0,433.8,216.9,1952.1000000000001,2259.8999999999996
200,2024-03-18,7,1006,9,1315.0,Card,Bacardi,Gin,375,902.0,792,792,20.0,15.0,11835.0,8118.0,263.0,197.25,4142.25,-425.25
201,2024-03-24,6,1012,6,745.0,Card,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,4470.0,2814.0,149.0,111.75,1564.5,91.5
202,2024-01-25,5,1009,3,1701.0,Cash,Kingfisher,Brandy,375,361.0,364,364,30.0,15.0,5103.0,1083.0,510.3,255.15,2296.3500000000004,1723.6499999999996
203,2024-02-09,4,1015,9,2442.0,Cash,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,21978.0,5895.0,732.6,293.04,9230.76,6852.24
204,2024-03-28,3,1016,1,561.0,UPI,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,561.0,1475.0,168.3,56.1,224.4,-1138.4
205,2024-01-14,3,1012,10,2148.0,Card,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,21480.0,4690.0,429.6,322.2,7518.0,9272.0
206,2024-01-26,6,1014,3,1196.0,Card,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,3588.0,4482.0,299.0,143.52,1327.56,-2221.56
207,2024-03-27,4,1013,1,1394.0,Card,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,1394.0,1015.0,418.2,209.1,627.3,-248.29999999999995
208,2024-01-22,6,1002,2,1856.0,UPI,Jack Daniels,Beer,750,1225.0,1376,1376,30.0,15.0,3712.0,2450.0,556.8,278.4,1670.3999999999999,-408.39999999999986
209,2024-02-17,3,1003,8,391.0,Cash,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,3128.0,9768.0,97.75,39.1,1094.8,-7734.8
210,2024-03-23,4,1010,7,426.0,UPI,Absolut,Brandy,375,401.0,1667,1667,30.0,15.0,2982.0,2807.0,127.8,63.9,1341.8999999999999,-1166.8999999999999
211,2024-02-20,9,1009,2,379.0,Card,Kingfisher,Brandy,375,361.0,364,364,30.0,15.0,758.0,722.0,113.7,56.85,341.1,-305.1
212,2024-01-03,5,1020,2,2147.0,Cash,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,4294.0,1074.0,644.1,214.7,1717.6,1502.4
213,2024-02-11,7,1008,9,1282.0,Cash,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,11538.0,8361.0,256.4,153.84,3692.16,-515.1599999999999
214,2024-01-19,10,1010,6,1215.0,UPI,Absolut,Brandy,375,401.0,1667,1667,30.0,15.0,7290.0,2406.0,364.5,182.25,3280.5,1603.5
215,2024-03-13,2,1019,5,993.0,Cash,Royal Stag,Vodka,750,919.0,678,678,20.0,15.0,4965.0,4595.0,198.6,148.95,1737.7499999999998,-1367.7499999999998
216,2024-01-28,5,1003,10,324.0,Cash,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,3240.0,12210.0,81.0,32.4,1134.0,-10104.0
217,2024-03-24,9,1005,6,455.0,Card,Absolut,Gin,750,1329.0,679,679,30.0,12.0,2730.0,7974.0,136.5,54.6,1146.6,-6390.6
218,2024-02-14,3,1003,9,2112.0,Card,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,19008.0,10989.0,528.0,211.2,6652.8,1366.1999999999998
219,2024-03-11,9,1016,11,1853.0,Cash,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,20383.0,16225.0,555.9,185.3,8153.200000000001,-3995.2000000000007
220,2024-03-18,6,1017,7,2266.0,Cash,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,15862.0,8512.0,453.2,339.9,5551.699999999999,1798.300000000001
221,2024-03-03,4,1015,10,2033.0,UPI,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,20330.0,6550.0,609.9,243.96,8538.6,5241.4
222,2024-03-13,7,1003,10,1380.0,UPI,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,13800.0,12210.0,345.0,138.0,4830.0,-3240.0
223,2024-01-19,8,1012,9,1928.0,Cash,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,17352.0,4221.0,385.6,289.2,6073.2,7057.8
224,2024-02-16,6,1009,4,318.0,Card,Kingfisher,Brandy,375,361.0,364,364,30.0,15.0,1272.0,1444.0,95.4,47.7,572.4000000000001,-744.4000000000001
225,2024-01-14,5,1012,2,1707.0,Cash,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,3414.0,938.0,341.4,256.05,1194.9,1281.1
226,2024-02-07,6,1015,8,1516.0,Cash,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,12128.0,5240.0,454.8,181.92,5093.76,1794.2399999999998
227,2024-02-22,5,1002,4,1710.0,Card,Jack Daniels,Beer,750,1225.0,1376,1376,30.0,15.0,6840.0,4900.0,513.0,256.5,3078.0,-1138.0
228,2024-03-01,8,1018,9,576.0,Card,Royal Stag,Whisky,750,495.0,718,718,30.0,15.0,5184.0,4455.0,172.8,86.4,2332.8,-1603.8000000000002
229,2024-02-05,1,1020,4,1044.0,UPI,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,4176.0,2148.0,313.2,104.4,1670.4,357.5999999999999
230,2024-02-09,7,1012,8,851.0,UPI,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,6808.0,3752.0,170.2,127.65,2382.8,673.1999999999998
231,2024-03-21,10,1004,9,1476.0,UPI,Kingfisher,Tequila,180,765.0,1063,1063,20.0,10.0,13284.0,6885.0,295.2,147.6,3985.2,2413.8
232,2024-01-30,10,1016,9,938.0,UPI,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,8442.0,13275.0,281.4,93.8,3376.7999999999997,-8209.8
233,2024-01-09,2,1016,10,536.0,Card,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,5360.0,14750.0,160.8,53.6,2144.0,-11534.0
234,2024-03-04,9,1001,4,1297.0,Cash,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,5188.0,5216.0,324.25,155.64,1919.56,-1947.56
235,2024-02-02,1,1002,1,2402.0,UPI,Jack Daniels,Beer,750,1225.0,1376,1376,30.0,15.0,2402.0,1225.0,720.6,360.3,1080.9,96.09999999999991
236,2024-02-21,10,1003,3,2303.0,UPI,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,6909.0,3663.0,575.75,230.3,2418.1499999999996,827.8500000000004
237,2024-03-29,6,1020,9,1759.0,Card,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,15831.0,4833.0,527.7,175.9,6332.400000000001,4665.599999999999
238,2024-01-14,9,1017,4,2456.0,Card,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,9824.0,4864.0,491.2,368.4,3438.3999999999996,1521.6000000000004
239,2024-03-15,1,1020,5,1507.0,Cash,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,7535.0,2685.0,452.1,150.7,3014.0,1836.0
240,2024-02-22,4,1001,7,1691.0,Cash,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,11837.0,9128.0,422.75,202.92,4379.69,-1670.6899999999996
241,2024-02-28,4,1020,5,2306.0,Card,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,11530.0,2685.0,691.8,230.6,4612.0,4233.0
242,2024-03-18,9,1006,4,1521.0,UPI,Bacardi,Gin,375,902.0,792,792,20.0,15.0,6084.0,3608.0,304.2,228.15,2129.4,346.5999999999999
243,2024-02-10,5,1015,2,1694.0,UPI,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,3388.0,1310.0,508.2,203.28,1422.96,655.04
244,2024-03-08,5,1014,2,672.0,UPI,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,1344.0,2988.0,168.0,80.64,497.28,-2141.2799999999997
245,2024-03-08,6,1020,4,1820.0,Cash,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,7280.0,2148.0,546.0,182.0,2912.0,2220.0
246,2024-01-08,1,1015,10,1148.0,UPI,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,11480.0,6550.0,344.4,137.76,4821.599999999999,108.40000000000055
247,2024-01-02,1,1014,10,1645.0,UPI,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,16450.0,14940.0,411.25,197.4,6086.5,-4576.5
248,2024-03-26,9,1005,9,803.0,Card,Absolut,Gin,750,1329.0,679,679,30.0,12.0,7227.0,11961.0,240.9,96.36,3035.34,-7769.34
249,2024-02-10,3,1006,8,1002.0,UPI,Bacardi,Gin,375,902.0,792,792,20.0,15.0,8016.0,7216.0,200.4,150.3,2805.6000000000004,-2005.6000000000004
250,2024-02-24,4,1017,3,2389.0,Card,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,7167.0,3648.0,477.8,358.35,2508.4500000000003,1010.5499999999997
251,2024-01-16,1,1011,9,614.0,UPI,Jack Daniels,Beer,180,1195.0,1452,1452,25.0,10.0,5526.0,10755.0,153.5,61.4,1934.1000000000001,-7163.1
252,2024-03-02,9,1016,5,1340.0,Cash,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,6700.0,7375.0,402.0,134.0,2680.0,-3355.0
253,2024-02-17,8,1012,11,582.0,UPI,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,6402.0,5159.0,116.4,87.3,2240.7,-997.6999999999998
254,2024-01-30,2,1015,3,557.0,UPI,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,1671.0,1965.0,167.1,66.84,701.8199999999999,-995.8199999999999
255,2024-01-12,8,1004,5,874.0,Card,Kingfisher,Tequila,180,765.0,1063,1063,20.0,10.0,4370.0,3825.0,174.8,87.4,1311.0000000000002,-766.0000000000002
256,2024-02-04,7,1018,10,873.0,Card,Royal Stag,Whisky,750,495.0,718,718,30.0,15.0,8730.0,4950.0,261.9,130.95,3928.4999999999995,-148.49999999999955
257,2024-01-11,6,1003,4,1342.0,Card,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,5368.0,4884.0,335.5,134.2,1878.8,-1394.8
258,2024-03-04,1,1008,8,1852.0,UPI,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,14816.0,7432.0,370.4,222.24,4741.12,2642.88
259,2024-02-19,7,1003,5,722.0,UPI,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,3610.0,6105.0,180.5,72.2,1263.5,-3758.5
260,2024-03-25,10,1008,10,1789.0,Cash,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,17890.0,9290.0,357.8,214.68,5724.8,2875.2
261,2024-01-21,7,1018,8,1696.0,UPI,Royal Stag,Whisky,750,495.0,718,718,30.0,15.0,13568.0,3960.0,508.8,254.4,6105.6,3502.3999999999996
262,2024-03-09,9,1010,9,1057.0,Cash,Absolut,Brandy,375,401.0,1667,1667,30.0,15.0,9513.0,3609.0,317.1,158.55,4280.85,1623.1499999999996
263,2024-02-17,1,1020,4,1404.0,Card,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,5616.0,2148.0,421.2,140.4,2246.4,1221.6
264,2024-01-20,2,1017,7,1874.0,Card,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,13118.0,8512.0,374.8,281.1,4591.300000000001,14.699999999998909
265,2024-03-07,9,1008,2,728.0,Card,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,1456.0,1858.0,145.6,87.36,465.91999999999996,-867.92
266,2024-02-13,9,1011,6,2321.0,Cash,Jack Daniels,Beer,180,1195.0,1452,1452,25.0,10.0,13926.0,7170.0,580.25,232.1,4874.1,1881.8999999999996
267,2024-02-02,6,1005,8,503.0,UPI,Absolut,Gin,750,1329.0,679,679,30.0,12.0,4024.0,10632.0,150.9,60.36,1690.08,-8298.08
268,2024-03-13,6,1013,7,2292.0,Card,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,16044.0,7105.0,687.6,343.8,7219.800000000001,1719.199999999999
269,2024-03-01,4,1005,7,606.0,UPI,Absolut,Gin,750,1329.0,679,679,30.0,12.0,4242.0,9303.0,181.8,72.72,1781.64,-6842.64
270,2024-01-09,4,1013,8,1987.0,UPI,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,15896.0,8120.0,596.1,298.05,7153.200000000001,622.7999999999993
271,2024-03-08,5,1006,7,313.0,Card,Bacardi,Gin,375,902.0,792,792,20.0,15.0,2191.0,6314.0,62.6,46.95,766.8500000000001,-4889.85
272,2024-02-04,3,1005,5,2160.0,Cash,Absolut,Gin,750,1329.0,679,679,30.0,12.0,10800.0,6645.0,648.0,259.2,4536.0,-381.0
273,2024-03-21,1,1009,7,2261.0,UPI,Kingfisher,Brandy,375,361.0,364,364,30.0,15.0,15827.0,2527.0,678.3,339.15,7122.15,6177.85
274,2024-03-28,1,1016,10,1380.0,Card,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,13800.0,14750.0,414.0,138.0,5520.0,-6470.0
275,2024-03-05,7,1002,3,1022.0,UPI,Jack Daniels,Beer,750,1225.0,1376,1376,30.0,15.0,3066.0,3675.0,306.6,153.3,1379.7,-1988.7
276,2024-01-08,1,1001,5,1079.0,UPI,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,5395.0,6520.0,269.75,129.48,1996.15,-3121.15
277,2024-02-14,1,1008,7,1533.0,UPI,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,10731.0,6503.0,306.6,183.96,3433.9200000000005,794.0799999999995
278,2024-03-27,3,1019,9,828.0,UPI,Royal Stag,Vodka,750,919.0,678,678,20.0,15.0,7452.0,8271.0,165.6,124.2,2608.2000000000003,-3427.2000000000003
279,2024-02-16,10,1011,2,1097.0,UPI,Jack Daniels,Beer,180,1195.0,1452,1452,25.0,10.0,2194.0,2390.0,274.25,109.7,767.9,-963.9
280,2024-02-09,4,1012,4,643.0,Cash,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,2572.0,1876.0,128.6,96.45,900.2,-204.20000000000005
281,2024-03-16,4,1012,7,1602.0,Cash,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,11214.0,3283.0,320.4,240.3,3924.9000000000005,4006.0999999999995
282,2024-02-23,2,1007,1,508.0,Card,Bacardi,Tequila,180,601.0,1480,1480,25.0,15.0,508.0,601.0,127.0,76.2,203.2,-296.2
283,2024-03-16,1,1013,2,940.0,Cash,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,1880.0,2030.0,282.0,141.0,846.0,-996.0
284,2024-02-15,3,1008,9,1611.0,Cash,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,14499.0,8361.0,322.2,193.32,4639.68,1498.3199999999997
285,2024-02-16,4,1009,10,2247.0,Cash,Kingfisher,Brandy,375,361.0,364,364,30.0,15.0,22470.0,3610.0,674.1,337.05,10111.5,8748.5
286,2024-01-15,3,1007,7,1219.0,UPI,Bacardi,Tequila,180,601.0,1480,1480,25.0,15.0,8533.0,4207.0,304.75,182.85,3413.2000000000003,912.7999999999997
287,2024-01-19,8,1015,10,2023.0,UPI,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,20230.0,6550.0,606.9,242.76,8496.6,5183.4
288,2024-01-26,10,1002,7,2344.0,Card,Jack Daniels,Beer,750,1225.0,1376,1376,30.0,15.0,16408.0,8575.0,703.2,351.6,7383.600000000001,449.3999999999987
289,2024-02-21,1,1020,6,718.0,Card,Smirnoff,Wine,375,537.0,2096,2096,30.0,10.0,4308.0,3222.0,215.4,71.8,1723.1999999999998,-637.1999999999998
290,2024-01-22,2,1012,3,2049.0,Card,Royal Stag,Brandy,375,469.0,2327,2327,20.0,15.0,6147.0,1407.0,409.8,307.35,2151.4500000000003,2588.5499999999997
291,2024-01-21,7,1001,10,1688.0,UPI,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,16880.0,13040.0,422.0,202.56,6245.599999999999,-2405.5999999999995
292,2024-02-20,4,1008,3,1399.0,Cash,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,4197.0,2787.0,279.8,167.88,1343.04,66.96000000000004
293,2024-02-07,8,1005,2,2456.0,Cash,Absolut,Gin,750,1329.0,679,679,30.0,12.0,4912.0,2658.0,736.8,294.72,2063.04,190.96000000000004
294,2024-01-20,3,1015,11,1845.0,UPI,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,20295.0,7205.0,553.5,221.4,8523.9,4566.1
295,2024-01-29,6,1001,6,1370.0,Card,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,8220.0,7824.0,342.5,164.4,3041.3999999999996,-2645.3999999999996
296,2024-02-20,9,1001,4,2150.0,Card,Bacardi,Vodka,750,1304.0,1178,1178,25.0,12.0,8600.0,5216.0,537.5,258.0,3182.0,202.0
297,2024-01-04,1,1010,5,1419.0,Card,Absolut,Brandy,375,401.0,1667,1667,30.0,15.0,7095.0,2005.0,425.7,212.85,3192.75,1897.25
298,2024-02-24,1,1010,3,1257.0,UPI,Absolut,Brandy,375,401.0,1667,1667,30.0,15.0,3771.0,1203.0,377.1,188.55,1696.9500000000003,871.0499999999997
299,2024-03-11,8,1015,6,402.0,Card,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,2412.0,3930.0,120.6,48.24,1013.04,-2531.04
300,2024-01-28,3,1017,11,1469.0,Card,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,16159.0,13376.0,293.8,220.35,5655.65,-2872.6499999999996
301,2024-01-04,5,1006,3,2203.0,UPI,Bacardi,Gin,375,902.0,792,792,20.0,15.0,6609.0,2706.0,440.6,330.45,2313.1499999999996,1589.8500000000004
302,2024-01-22,1,1003,8,2055.0,Cash,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,16440.0,9768.0,513.75,205.5,5754.0,918.0
303,2024-03-16,5,1013,9,978.0,UPI,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,8802.0,9135.0,293.4,146.7,3960.8999999999996,-4293.9
304,2024-02-14,6,1016,4,2268.0,UPI,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,9072.0,5900.0,680.4,226.8,3628.8,-456.8000000000002
305,2024-03-07,8,1008,9,1288.0,UPI,McDowell's,Beer,375,929.0,2362,2362,20.0,12.0,11592.0,8361.0,257.6,154.56,3709.44,-478.44000000000005
306,2024-03-26,3,1015,7,1405.0,UPI,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,9835.0,4585.0,421.5,168.6,4130.7,1119.3000000000002
307,2024-03-06,3,1017,3,1907.0,Cash,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,5721.0,3648.0,381.4,286.05,2002.3500000000001,70.64999999999986
308,2024-03-28,10,1017,7,1802.0,Card,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,12614.0,8512.0,360.4,270.3,4414.900000000001,-312.90000000000055
309,2024-02-03,9,1013,1,2089.0,UPI,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,2089.0,1015.0,626.7,313.35,940.0500000000001,133.94999999999993
310,2024-03-31,4,1017,3,1485.0,Cash,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,4455.0,3648.0,297.0,222.75,1559.25,-752.25
311,2024-02-24,4,1006,6,1231.0,Card,Bacardi,Gin,375,902.0,792,792,20.0,15.0,7386.0,5412.0,246.2,184.65,2585.1000000000004,-611.1000000000004
312,2024-01-01,7,1017,4,1725.0,Card,Absolut,Tequila,180,1216.0,1998,1998,20.0,15.0,6900.0,4864.0,345.0,258.75,2415.0,-379.0
313,2024-03-12,2,1016,7,1361.0,Card,Jack Daniels,Gin,750,1475.0,691,691,30.0,10.0,9527.0,10325.0,408.3,136.1,3810.7999999999997,-4608.799999999999
314,2024-03-27,8,1014,3,2278.0,UPI,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,6834.0,4482.0,569.5,273.36,2528.58,-176.57999999999993
315,2024-02-07,6,1013,1,2342.0,UPI,Absolut,Vodka,180,1015.0,1795,1795,30.0,15.0,2342.0,1015.0,702.6,351.3,1053.9,273.0999999999999
316,2024-01-06,3,1006,9,1578.0,Card,Bacardi,Gin,375,902.0,792,792,20.0,15.0,14202.0,8118.0,315.6,236.7,4970.7,1113.3000000000002
317,2024-03-26,9,1003,6,1502.0,Card,McDowell's,Rum,180,1221.0,1091,1091,25.0,10.0,9012.0,7326.0,375.5,150.2,3154.2000000000003,-1468.2000000000003
318,2024-01-25,5,1014,8,893.0,Card,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,7144.0,11952.0,223.25,107.16,2643.2799999999997,-7451.28
319,2024-03-22,8,1014,3,1721.0,Card,McDowell's,Gin,375,1494.0,1462,1462,25.0,12.0,5163.0,4482.0,430.25,206.52,1910.31,-1229.31
320,2024-01-17,7,1015,8,1327.0,Card,Bacardi,Beer,750,655.0,1822,1822,30.0,12.0,10616.0,5240.0,398.1,159.24,4458.72,917.2799999999997
